6,2023-08-10 11:32:16.137,2023-08-10 11:32:16.823,/Users/sarathvaragani/Library/CloudStorage/OneDrive-Deloitte(O365D)/Desktop/ProvarFramework/Framework/tests/API Tests,ExternalApi_GetData.testcase,1,0,0,,
6,2023-08-10 11:32:16.948,2023-08-10 11:32:20.551,/Users/sarathvaragani/Library/CloudStorage/OneDrive-Deloitte(O365D)/Desktop/ProvarFramework/Framework/tests/API Tests,InternalAPI_CreateContact.testcase,1,0,0,,
